Year,CIUDAD,Counts,DATE_DUE,DATE_DELIVERED,Link
2015,San Josi de Uri,478585080,08/08/2015,09/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512646
2013,San Josi del Guaviare,3214330875,24/10/2013,25/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-663471
2013,San Josi del Guaviare,1222603752,09/01/2014,11/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-714916
2015,San Josi del Guaviare,2828754049,08/02/2016,10/08/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-642204
2013,San Josi del Guaviare,1415052709,11/05/2014,08/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-748019
2014,San Josi del Guaviare,22556328877,23/10/2015,23/06/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-63353
2011,San Josi del Guaviare,4423856635,08/04/2013,09/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-748550
2011,San Josi del Guaviare,973748970,02/08/2012,02/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-72900
2011,San Josi del Guaviare,915066531,10/09/2011,11/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-749064
2011,San Josi del Guaviare,2580837133,12/05/2013,12/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-714884
2012,San Josi del Guaviare,505760472,15/08/2013,16/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-75136
2012,San Josi del Guaviare,575538923,23/08/2013,24/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-757125
2012,San Josi del Guaviare,396196935,22/10/2013,23/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-677620
2012,San Josi del Guaviare,179435286,11/06/2013,12/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-73666
2013,San Josi del Guaviare,2815935854,29/08/2014,29/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-1-62297
2013,San Josi del Guaviare,214837245,15/07/2013,16/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-66751
2013,San Josi del Guaviare,107203514,27/12/2013,28/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-591773
2013,San Josi del Guaviare,9815498301,26/08/2014,26/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-456839
2013,San Josi del Guaviare,1761035328,07/10/2014,07/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-572154
2013,San Josi del Guaviare,1210615793,26/07/2014,24/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-612780
2013,San Josi del Guaviare,1240661170,16/05/2014,15/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-487896
2013,San Josi del Guaviare,744096810,09/01/2014,11/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-748606
2013,San Josi del Guaviare,578646325,23/02/2014,24/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-73263
2013,San Josi del Guaviare,1866700,10/12/2014,10/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-938919
2013,San Josi del Guaviare,11896603,11/08/2013,12/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-73265
2014,San Josi del Guaviare,3242037449,11/08/2014,10/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-751024
2014,San Josi del Guaviare,1334612541,31/05/2015,30/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-730075
2014,San Josi del Guaviare,778566653,31/08/2015,30/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-747982
2014,San Josi del Guaviare,96473468,30/04/2015,30/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-64207
2014,San Josi del Guaviare,44794533,05/04/2014,04/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512671
2014,San Josi del Guaviare,371310696,24/02/2015,24/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-471236
2015,San Josi del Guaviare,4505672617,14/01/2016,15/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512671
2015,San Josi del Guaviare,192942931,10/02/2016,11/08/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512671
2015,San Josi del Guaviare,69999475,10/09/2015,11/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512398
2012,San Juan de Betulia,1004395102,27/04/2013,27/05/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512398
2012,San Juan de Betulia,633377429,24/04/2013,24/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512398
2012,San Juan de Betulia,235604978,01/01/2013,04/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512671
2012,San Juan de Betulia,55560487,19/12/2012,18/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512573
2013,San Juan de Betulia,4017899991,10/01/2014,11/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512516
2014,San Juan de Betulia,501644159,04/05/2014,05/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512683
2015,San Juan de Betulia,2624623703,09/12/2015,09/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-714936
2015,San Juan de Betulia,2347800987,01/12/2015,02/05/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-651837
2015,San Juan de Betulia,672038070,24/12/2015,23/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-749045
2015,San Juan de Betulia,907358659,02/09/2015,04/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-808269
2014,San Juan de Rio Seco,418576882,08/01/2015,09/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-732866
2010,San Juan de Rio Seco,312018925,17/09/2010,18/01/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-751142
2010,San Juan de Rio Seco,149936794,15/05/2011,14/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-647916
2014,San Juan de Rio Seco,165985202,16/03/2015,15/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-594701
2015,San Juan de Rio Seco,324646452,02/08/2015,03/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-71409
2015,San Luis,1145385995,01/10/2015,01/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-595873
2015,San Luis,259606354,27/12/2015,28/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-505147
2014,San Luis de Gaceno,1114021656,19/05/2015,18/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-628091
2012,San Luis de Palenque,100552066,05/11/2012,06/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-628328
2013,San Luis de Palenque,116689952,15/02/2014,17/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-629497
2014,San Luis de Palenque,480210901,31/12/2014,10/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-69970
2010,San Marcos,554304177,18/10/2010,04/11/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-594142
2013,San Marcos,626334858,13/02/2014,15/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-594011
2011,San Martin,2165645877,09/04/2012,10/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74580
2012,San Martin,148697541,06/11/2012,07/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-628266
2013,San Martin,1166500000,07/04/2014,07/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-628207
2011,San Martin,184426070,26/08/2011,27/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-629617
2014,San Martin,1587133045,03/06/2015,03/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-629584
2014,San Martin,229910560,31/07/2014,30/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-634597
2011,San Mateo,175428068,24/08/2011,25/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-594095
2011,San Mateo,59495040,12/09/2011,14/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-596195
2012,San Mateo,148151760,08/01/2013,09/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-628126
2013,San Mateo,39957783,21/08/2013,22/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-13-695698
2013,San Mateo,928908107,18/09/2013,20/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-628294
2013,San Mateo,334389614,04/06/2013,05/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-593920
2013,San Mateo,297502552,11/01/2014,12/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-595815
2014,San Mateo,478250321,10/05/2014,08/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-64602
2014,San Mateo,682870891,14/06/2015,14/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-643926
2014,San Mateo,508256444,21/03/2015,20/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-13-620875
2014,San Mateo,369355984,28/05/2014,26/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-628233
2015,San Mateo,2317346692,03/02/2016,05/07/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-4-710363
2015,San Mateo,800276348,27/11/2015,29/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-597825
2015,San Miguel,523137529,11/12/2015,12/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-594733
2015,San Miguel,82309979,24/08/2015,25/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-752492
2015,San Miguel,71215568,11/09/2015,13/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-932318
2015,San Miguel (La Dorada),2572710346,15/03/2016,15/07/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2425099
2010,San Miguel de Mocoa,3000000000,30/08/2011,30/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-75153
2013,San Miguel de Mocoa,163221917,01/07/2014,30/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-75335
2014,San Miguel de Mocoa,1333645305,24/06/2015,24/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-75334
2014,San Miguel de Mocoa,2933098295,29/07/2015,28/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-68522
2013,San Miguel de Mocoa,5199882322,30/01/2015,30/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74215
2015,San Miguel de Mocoa,744396922,27/11/2015,29/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-66659
2014,San Miguel de Mocoa,566531055,03/05/2015,02/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74491
2014,San Miguel de Mocoa,2173099586,17/02/2015,20/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-75318
2014,San Miguel de Mocoa,333280713,10/03/2015,09/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-10-123072
2013,San Miguel de Mocoa,1213658,21/09/2014,23/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-67066
2015,San Miguel de Mocoa,865427572,23/02/2016,24/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-469705
2011,San Miguel de Mocoa,2712978112,02/04/2012,02/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-66660
2011,San Miguel de Mocoa,921225082,29/06/2012,30/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-66660
2011,San Miguel de Mocoa,479496940,09/10/2012,10/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-69905
2012,San Miguel de Mocoa,2810785458,04/07/2013,03/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-67139
2013,San Miguel de Mocoa,165286579,10/02/2014,11/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-580539
2011,San Miguel de Mocoa,4947119808,25/08/2012,27/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-836796
2010,San Miguel de Mocoa,2926138615,09/02/2011,13/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512414
2011,San Miguel de Mocoa,657063541,27/04/2012,28/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-512400
2014,San Miguel de Mocoa,317437332,25/02/2015,27/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-811187
2014,San Pedro,3374901404,28/03/2015,27/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-730354
2015,San Pedro de los Milagros,747658556,12/01/2016,13/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-72580
2015,San Pedro de Uraba,599913750,27/07/2015,27/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-666062
2012,San Rafael,99999983,10/12/2012,10/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-671559
2014,San Roque,906952422,01/06/2015,01/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-727731
2015,San Roque,1355316961,15/12/2015,16/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-617293
2015,San Roque,9977762,02/10/2015,03/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-69330
2011,San Vicente,917723814,17/12/2011,18/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-617386
2011,San Vicente,114943231,04/02/2012,05/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-621161
2014,San Vicente,552362648,10/04/2015,10/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-69754
2015,San Vicente,2299985551,29/11/2015,29/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-68982
2015,San Vicente,393880706,29/01/2016,29/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-67227
2013,Sandona,195938127,10/12/2013,11/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-629530
2014,Santa Ana,296990081,01/01/2015,03/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-67689
2010,Santa Maria,500290317,27/05/2011,26/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-1-62523
2013,Santa Maria,23791200,27/10/2013,28/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-70194
2013,Santa Maria,13996500,05/02/2014,08/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-71980
2014,Santa Maria,111198260,20/10/2014,20/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-71467
2015,Santa Maria,5963557043,04/08/2015,05/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-4-672318
2012,Santa Marta,550877780,31/12/2013,01/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-617134
2012,Santa Marta,252281722,31/12/2013,01/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-621194
2010,Santa Marta,599982265,02/08/2011,01/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-489291
2011,Santa Marta,215834955,14/04/2012,14/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-469948
2011,Santa Marta,801672467,15/02/2012,17/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-621263
2011,Santa Marta,77490000,14/02/2012,15/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-70428
2012,Santa Marta,174284460,15/12/2013,16/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-888321
2012,Santa Marta,466926309,14/12/2013,14/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-545564
2011,Santa Marta,376571041,01/01/2012,01/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-67008
2011,Santa Marta,331440319,16/01/2012,16/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-70122
2013,Santa Rosa de Osos,2098487700,28/09/2013,29/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-621102
2013,Santa Rosa de Osos,1110706569,23/02/2014,25/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-860393
2013,Santa Rosa de Osos,813083737,15/01/2014,16/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-617444
2014,Santa Rosa de Osos,1272709943,16/07/2014,14/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-615615
2014,Santa Rosa de Osos,1182203197,14/07/2014,12/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-65415
2015,Santa Rosa de Osos,1230766216,06/10/2015,07/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-938774
2015,Santa Rosa de Osos,332162741,05/01/2016,06/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-11-424077
2015,Santa Rosa de Osos,12999967,18/07/2015,18/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-617420
2013,Santa Rosa de Viterbo,115242350,13/02/2014,16/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-809460
2013,Santa Rosa de Viterbo,446400000,24/12/2013,25/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-70390
2013,Santa Rosa del Sur,686295286,16/02/2014,17/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-71347
2013,Santa Rosa del Sur,80734097,27/03/2014,26/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-620674
2014,Santa Rosa del Sur,518484233,19/08/2015,19/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-590291
2012,Santa Rosalia,15511860,24/07/2012,24/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-495026
2014,Santacruz,1910311250,04/10/2014,03/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-615817
2010,Santafi de Antioquia,206390903,10/07/2010,10/09/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-615753
2014,Santafi de Antioquia,13139475352,25/12/2014,24/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-613987
2014,Santana,466923363,10/12/2014,11/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-64772
2010,Santander de Quilichao,8482294586,07/05/2011,06/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-859830
2011,Santander de Quilichao,69832862,31/12/2011,02/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-614041
2013,Santander de Quilichao,1592198164,29/07/2014,28/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-63302
2014,Santander de Quilichao,130998813,31/03/2015,30/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-64734
2015,Santander de Quilichao,18022909,08/08/2015,09/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-1-62655
2010,Santiago de Tolu,3075300085,03/09/2011,03/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-669590
2010,Santiago de Tolu,303185704,27/02/2011,28/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-643880
2011,Santiago de Tolu,2743296606,25/01/2012,26/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-615231
2013,Santiago de Tolu,1980370851,28/10/2013,29/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-685109
2014,Santiago de Tolu,5399980000,30/09/2014,01/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-685053
2010,Saravena,887915174,30/12/2010,30/03/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-437313
2010,Saravena,216049601,30/12/2010,30/01/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-615265
2011,Saravena,2040487691,26/12/2011,26/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-68098
2011,Saravena,1255898199,06/01/2012,07/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-70177
2011,Saravena,377335690,02/10/2011,02/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-613706
2009,Sardinata,146099156,04/08/2010,05/10/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-69560
2010,Sardinata,89401432,21/10/2010,22/11/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-640832
2010,Sesquili,354502330,30/06/2011,28/08/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74488
2010,Sesquili,267871649,29/04/2011,28/06/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-548073
2011,Sesquili,433737035,20/12/2013,20/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74345
2013,Sesquili,106730769,24/11/2013,26/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74089
2014,Sesquili,176915922,19/12/2014,20/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-681597
2014,Sesquili,176907794,19/12/2014,20/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-71821
2015,Sesquili,26400000,10/07/2015,09/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74091
2014,Sevilla,148470015,13/02/2015,15/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-1-62084
2014,Sevilla,162971529,31/12/2014,03/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-66645
2014,Sevilla,62440419,26/12/2014,27/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-66645
2015,Sevilla,3637961040,17/02/2016,19/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-68402
2012,Sibati,791148440,30/06/2013,01/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-524053
2012,Sibati,338779585,29/06/2013,28/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-69713
2012,Sibati,340764292,17/01/2013,18/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-75193
2013,Sibati,224907968,23/12/2013,24/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-62824
2013,Sibati,159999992,22/01/2014,22/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-75173
2013,Sibati,119999133,25/04/2014,24/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-71573
2013,Sibati,85637118,19/01/2014,19/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74771
2013,Sibati,80580317,25/01/2014,26/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-71382
2013,Sibati,1149352229,01/07/2014,28/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74902
2013,Sibati,892215248,28/12/2013,28/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-67145
2013,Sibati,446155805,28/11/2013,29/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-68882
2013,Sibati,392818606,28/11/2013,29/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-10-144835
2013,Sibati,199983500,22/07/2013,23/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-651787
2014,Sibati,749997255,26/01/2015,27/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-732890
2015,Silvania,22150745,04/11/2015,05/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-938961
2012,Simijaca,231817714,04/03/2013,03/05/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-750524
2012,Simijaca,172389253,11/05/2013,10/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-807292
2014,Simijaca,269981335,24/09/2014,25/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-733043
2011,Sincelejo,148588244,18/12/2011,18/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-732935
2010,Sincelejo,1413434051,21/02/2012,21/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-733075
2013,Sincelejo,8319749137,26/02/2014,28/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-748699
2011,Sincelejo,3797486075,20/06/2012,21/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-759124
2015,Sincelejo,2316677939,23/12/2015,24/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-11-623392
2010,Sincelejo,5949570284,31/07/2011,31/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-679513
2011,Sincelejo,7142162331,25/06/2013,26/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-66666
2011,Sincelejo,2308266151,20/06/2012,21/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-64759
2011,Sincelejo,831660644,31/12/2011,01/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-733148
